,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308
98,[H][C]1[C]([H])[C]([H])[C]2[C]([H])[C]3[C]([C]([H])[C]2[C]1[H])[C]1[C]([H])[C]([H])[C]([H])[C]([H])[C]1[C]1[C]([H])[C]([H])[C]2[C]([H])[C]4[C]([H])[C]([H])[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]4[C]([H])[C]2[C]13,0,0.0131,0.2081,0.5168,0.2128,0.4182,0,0.5269,0.0374,0.3695,0.0202,0.1341,1.2074,0.7416,0,0,1.0426,1.6844,0.2074,0,1.2232,0,0,1.7352,6.4775,0,7.0338,7.4745,2.4831,0.626,0.4341,8.7057,0,13.1007,7.0973,2.677,0.9107,0.6391,3.6457,1.2881,6.8798,1.2109,63.4623,33.4612,47.7727,8.4208,29.6895,0,2.6122,0.5308,5.1721,85.2015,3.692,0,11.0347,4.9956,1.3367,2.1442,2.4523,1.7658,4.328,0,0,0.0719,1.6847,0.5309,0.6485,1.4032,5.42,5.4871,6.9602,1.0174,7.9434,2.9301,5.0044,3.3606,16.6377,4.7187,1.0631,1.5552,0,8.921,10.3932,4.5094,22.851,21.0408,16.9626,0.8158,2.9402,3.0583,5.7503,3.1582,5.4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0357,42.9244,177.7827,119.7658,46.7901,3.1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]([H])[C]([H])[C]3[C]([H])[C]4[C]([C]([H])[C]3[C]12)[C]1[C]([H])[C]([H])[C]([H])[C]([H])[C]1[C]1[C]([H])[C]([H])[C]2[C]([H])[C]([H])[C]([H])[C]([H])[C]2[C]14,0,0.0124,0.0931,0.5481,0.0235,0.2806,0.6651,0,0,1.5881,0.0422,0.6483,0,1.6008,0.5284,0,1.0256,1.7918,0.2867,0.6881,1.4663,0,3.0603,2.9718,0.1992,5.8406,1.9846,0.4691,7.0698,1.6804,5.4769,3.6087,9.5483,5.7185,0.1761,5.2754,4.7921,0,14.117,2.7101,8.1861,7.5733,25.4831,89.2008,0,21.2018,8.8338,40.444,52.9018,2.9798,4.2454,3.0875,10.9573,24.276,2.8256,2.0043,1.2022,3.6406,0,6.2956,5.4084,0,0,0.3977,0.8681,0.2573,4.7548,2.5178,2.6722,3.1465,8.3302,7.101,0,1.7338,2.3382,3.4086,1.1375,17.1963,9.9706,1.5684,0,10.2197,20.709,2.3748,13.5763,25.5677,5.8794,0,5.1072,1.1944,1.2156,13.8938,2.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0652,119.6106,138.6298,64.546,0,4.8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,[H][C]1[C]([H])[C]([H])[C]2[C]([H])[C]3[C]([C]([H])[C]([H])[C]4[C]([H])[C]5[C]([C]([H])[C]43)[C]3[C]([H])[C]([H])[C]([H])[C]([H])[C]3[C]3[C]([H])[C]([H])[C]4[C]([H])[C]([H])[C]([H])[C]([H])[C]4[C]35)[C]([H])[C]2[C]1[H],0,0.0282,0.1522,0.3794,0.0808,0,0.8374,0,0.2592,0.6415,0.4666,0.474,0.4172,0.9164,0,0.8243,0.6563,0,0.1949,1.0463,0.8484,0,3.3061,3.1758,1.9912,1.1369,4.7269,10.1376,0,0.9969,7.1241,3.7952,6.3906,3.9817,2.3979,5.8856,2.2997,2.1721,10.2729,1.4739,0,10.8416,48.1062,78.9454,3.5672,7.6953,9.7485,37.9379,4.9757,2.6336,62.5722,4.7351,0,25.342,4.8522,2.941,0.3952,2.2878,2.0236,3.0245,5.2546,0,0,0.0354,0.7846,0.2106,2.6419,6.0382,0.7704,2.1873,5.1927,5.5051,9.4185,2.8037,6.4168,1.2489,2.8912,6.6405,15.9149,2.6438,0,7.0912,16.6846,3.646,16.2725,2.4985,43.2221,7.5651,1.6045,1.1392,1.4165,5.7508,1.4058,2.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6042,49.2365,113.3877,141.5611,68.6739,13.0813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]3[C]([H])[C]4[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]5[C]([H])[C]([H])[C]6[C]([H])[C]([H])[C]([H])[C]([H])[C]6[C]5[C]4[C]([H])[C]3[C]([H])[C]([H])[C]21,0,0.1275,0,0.2907,0.1635,0,0.2603,0,0.2765,0.1654,1.1126,0.9458,1.0435,0.9346,0.3762,0.4411,0,2.1564,0.0361,0.4063,0.4234,0.7635,1.0012,3.162,5.4268,10.4339,1.4812,0.4491,5.6233,1.3055,1.1472,3.7174,12.4066,2.6006,4.6555,4.2836,1.1073,0,8.4583,2.3884,13.4673,6.6606,9.8483,122.4794,1.057,9.4399,19.822,78.121,0,8.8577,17.6985,5.6109,0,16.1643,5.8153,1.5522,0.1435,2.628,1.5007,5.4829,4.668,0.4586,0.3684,0,0.4525,0.2579,0.5288,4.9462,1.6281,2.5864,3.5546,15.0694,9.1119,1.2162,0.4234,3.2149,1.4416,14.9634,6.4158,0,1.2099,0,34.3529,0.8917,17.3392,4.8404,25.7812,6.428,3.753,1.1466,9.4783,5.7827,2.8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2058,88.0862,103.5881,95.1081,17.7101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]([H])[C]3[C]([C]([H])[C]12)[C]1[C]([H])[C]([H])[C]([H])[C]([H])[C]1[C]1[C]([H])[C]([H])[C]2[C]4[C]([H])[C]([H])[C]([H])[C]([H])[C]4[C]([H])[C]([H])[C]2[C]13,0,0.0437,0.2662,0.1882,0.0041,0.0473,0.401,0.2829,1.2952,0,0.403,0,0.3781,1.4948,1.0214,0.53,1.2606,0,0.5599,0,0.6105,0,1.8201,3.743,4.3716,3.2151,5.3085,11.232,1.4573,2.7008,0.5904,0.9491,2.5856,3.3694,0,9.1547,1.5515,6.1296,9.8762,0,1.3489,7.8341,47.0585,111.0326,2.214,4.0858,39.6726,46.1854,0,5.4934,31.3221,0.084,4.6431,13.7071,6.4648,0,0.4295,2.5637,1.6725,5.1233,3.2782,0.9217,0.243,0.7754,0,0.1625,2.1148,3.807,1.2797,2.2528,4.9663,11.213,4.5702,7.0077,0.7333,1.0322,6.543,2.0599,8.9432,4.2589,0.4407,4.7267,19.778,12.4281,31.0635,26.5212,7.4595,2.1881,3.2698,0.1513,1.4634,6.6439,2.4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1218,143.2129,99.5075,74.96,21.5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,[H][C]1[C]([H])[C]([H])[C]2[C]([H])[C]3[C]([C]([H])[C]([H])[C]4[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]5[C]([H])[C]6[C]([C]([H])[C]([H])[C]7[C]([H])[C]([H])[C]([H])[C]([H])[C]76)[C]([H])[C]5[C]34)[C]([H])[C]2[C]1[H],0,0.1254,0.3659,0.0705,0.0343,0.0525,0.6199,0,0.8303,0.7718,0.8182,0,0.3412,0.4009,0.4205,0,1.4404,0.3602,0,0.1478,1.1751,0,3.477,0.9264,0,4.5661,9.0885,8.8442,4.8244,1.273,1.1037,5.6377,0.7948,2.1933,7.4662,4.1821,5.2496,1.5651,7.0516,1.2379,1.8451,10.567,99.0608,37.5227,7.1121,2.7062,37.3887,0,2.4011,0.5868,19.7422,54.8918,20.3461,0.5705,8.6569,4.0184,1.616,2.7016,0,3.0495,4.492,0,0,1.3224,0,0.9228,2.7579,4.6892,0.5968,5.898,4.6704,7.5416,6.1823,2.4504,3.7884,1.08,9.0251,14.4304,2.032,1.1598,0,7.8701,16.5646,6.4199,20.7929,0,31.7856,1.6462,3.9887,2.6532,0.9247,6.1711,4.8567,3.9573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2256,148.9661,119.0627,54.2769,22.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]([H])[C]([H])[C]3[C]([H])[C]4[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]5[C]([H])[C]([H])[C]6[C]([H])[C]([H])[C]([H])[C]([H])[C]6[C]5[C]4[C]([H])[C]3[C]12,0,0.0159,0.3612,0.0881,0.0517,0.5667,0,0.1997,0,0.9752,0.5977,0.2554,1.1765,0.3824,0,0.1929,0.702,1.3331,0.9383,0.0774,2.1084,0.4148,1.4417,1.8992,8.3546,0.4894,0.1715,1.4486,2.7132,2.3262,6.7502,9.7131,14.884,0.9464,2.4432,2.5826,11.3694,6.2863,5.7818,0,7.0587,0,37.4304,86.1563,0,20.2197,4.7575,35.0698,49.0581,2.4581,36.3223,0,0.3687,0.3604,19.2752,0.6549,0.4457,0.6748,2.3984,7.697,3.024,0,0,0.4263,0.2432,0.0783,5.5738,2.1036,3.6369,4.9781,5.8189,2.942,4.7355,1.6631,5.0057,3.443,1.9705,13.4351,9.089,2.6925,0,11.5127,20.3902,4.3671,10.7958,3.7603,33.0412,0,3.1675,0.9994,4.1002,9.808,2.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1732,172.9414,91.0262,93.1449,6.9627,0,0.6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,[H][C]1[C]([H])[C]([H])[C]2[C]([H])[C]3[C]([C]([H])[C]([H])[C]4[C]([H])[C]5[C]6[C]([H])[C]([H])[C]([H])[C]([H])[C]6[C]6[C]([H])[C]([H])[C]7[C]([H])[C]([H])[C]([H])[C]([H])[C]7[C]6[C]5[C]([H])[C]43)[C]([H])[C]2[C]1[H],0,0.0206,0.3507,0.0695,0.3127,0.4268,0.252,0,0,0.9251,0.3386,0.2227,0.3603,0.2943,0.0621,0,0.5008,0.7657,1.0949,0.7436,1.3741,0.5536,0.34,4.9079,2.1774,0.758,4.0076,10.4604,0,0.7617,11.4988,2.132,5.2265,2.1589,1.4575,3.6632,8.3743,2.758,5.1948,3.3519,0,4.9326,57.8126,64.0986,11.0476,14.0978,9.4473,31.5565,5.4677,4.862,6.6749,49.0943,27.4596,4.2527,3.4167,5.7178,0.1713,0.8487,4.0709,2.2832,4.5487,0,0,0.1493,0.7114,0.1268,2.2409,4.8422,1.8835,2.5562,8.3817,1.7534,8.3529,2.1909,7.5683,0.3561,4.5323,16.832,4.6256,3.2333,0,5.7449,15.2294,15.8265,7.0002,1.5816,47.664,0.5223,2.4139,1.0889,0.3559,6.7156,1.9145,1.9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,48.2701,127.259,148.5298,59.7923,0,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]3[C]([H])[C]4[C]([C]([H])[C]3[C]([H])[C]([H])[C]21)[C]1[C]([H])[C]([H])[C]([H])[C]([H])[C]1[C]1[C]([H])[C]([H])[C]2[C]([H])[C]([H])[C]([H])[C]([H])[C]2[C]14,0,0.1332,0.0948,0.1092,0.3451,0.0665,0,0.2382,0.4072,0.2269,0.4322,1.0654,1.2183,0.6419,0,0,0.4487,1.7304,0.5543,1.3169,0,0,0.9603,0,6.8176,7.964,2.4693,0.824,8.7154,4.3692,1.8861,5.0141,8.1302,2.5201,1.4986,0,6.767,0,6.0837,0,18.8607,5.9847,31.5749,104.6598,0.5186,16.6628,12.8483,66.3616,0,12.5707,25.337,2.663,13.4244,0.1518,5.9659,0.8383,2.4212,1.02,0,7.7344,3.9246,0,0.086,0,0.5075,0.2752,1.0662,4.3446,1.3679,4.2379,6.8867,9.5011,5.4252,0.6224,1.8715,3.557,2.33,12.4546,8.7364,3.8117,0,0,32.5638,5.9737,5.153,14.1865,30.234,1.385,3.0986,1.0346,0,13.1027,2.8412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4064,92.7445,106.9589,100.2567,0,4.5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]([H])[C]3[C]4[C]([H])[C]([H])[C]([H])[C]([H])[C]4[C]4[C]([H])[C]([H])[C]5[C]6[C]([H])[C]([H])[C]([H])[C]([H])[C]6[C]([H])[C]([H])[C]5[C]4[C]3[C]([H])[C]12,0,0.0103,0.3117,0.192,0.0091,0.0744,0.4973,0,0.5236,0.0218,0,0.2164,2.4345,2.2662,0,0.1952,0,0.164,0.9396,0,0.3918,0,1.1167,0.5477,11.0122,2.4003,1.0704,9.6721,4.7621,0.229,0.9268,5.9047,1.5334,1.6621,3.6339,3.8191,2.5497,2.145,13.2366,0,2.4234,3.3505,12.7644,137.4187,7.2,6.3322,35.417,45.9943,0,7.9782,11.7133,28.8516,8.6555,0.5483,7.0063,0,0.3222,1.5047,0,8.0405,3.6812,0,0.2674,0.5436,0,0.0985,1.9304,3.1143,1.3075,6.0786,2.4911,5.3979,3.0751,9.9296,0.5449,3.4738,6.7293,3.1185,9.654,3.4495,0.9167,0,18.89,14.507,37.2778,3.345,25.8209,0.8229,3.4407,0.1856,1.7323,5.7685,1.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4969,160.9898,93.0794,85.6825,5.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,[H][C]1[C]([H])[C]([H])[C]2[C]([H])[C]3[C]([C]([H])[C]([H])[C]4[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]5[C]([H])[C]6[C]([H])[C]([H])[C]7[C]([H])[C]([H])[C]([H])[C]([H])[C]7[C]6[C]([H])[C]5[C]34)[C]([H])[C]2[C]1[H],0,0.0354,0.4847,0.0838,0.0115,0.0046,0.9649,0,0.7275,0.2697,0,0.2585,1.3524,0.8625,0.2528,0.1731,0,0.2692,0.2298,1.6121,0,0,2.246,0.2304,7.5407,0,6.0871,10.0186,2.7282,0.6443,2.6788,6.9678,4.9758,1.7521,0,1.6142,7.7647,0.823,15.1961,0,2.7993,1.5833,86.942,41.2808,14.5951,1.3804,34.4322,0,4.1133,0.2864,4.9244,89.4519,2.6429,0.0123,10.2653,4.9985,0.3694,2.0936,3.1977,0.7477,4.4007,0,0,1.4459,0,0.681,2.3889,4.1413,0.2483,4.1352,12.4142,1.7785,2.786,4.583,3.6593,1.4927,12.4189,10.4108,2.1262,2.1173,0,1.8571,17.8594,8.9778,23.9805,0.8639,26.7547,0.7417,4.4195,2.3242,0.6499,5.9908,7.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3583,171.4718,125.9023,49.3559,0,3.7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,[H][C]1[C]([H])[C]([H])[C]2[C]([C]1[H])[C]([H])[C]([H])[C]1[C]3[C]([H])[C]([H])[C]([H])[C]([H])[C]3[C]3[C]([H])[C]4[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]5[C]([H])[C]([H])[C]([H])[C]([H])[C]5[C]4[C]([H])[C]3[C]21,0.0019,0,0.2181,0.7058,0.1006,0.0524,0.2132,0.264,0.2467,0,0.223,0.3458,0.7535,0.9481,1.179,0.3376,0.1386,0.0501,0,0.1255,0.1556,0,1.1494,1.9287,3.0421,5.5242,1.4186,0,1.8092,11.8567,5.0877,1.7727,0.8893,3.979,0,2.1147,3.2601,1.6365,0.4183,10.2709,0,35.9761,4.9233,153.0777,22.937,9.022,3.0595,35.2075,0,3.3923,13.631,0,10.731,0.4804,4.6326,0.906,0.0949,2.7646,0.0588,6.9812,7.6502,0.412,0,0.0591,0.8127,0.2991,0,1.3585,1.4345,2.8038,2.0897,4.0057,2.9671,0,1.3768,9.5813,1.2824,3.6083,17.5229,0,9.5744,0,50.9488,10.8921,10.1198,20.1848,33.8345,4.461,0.8942,1.3124,0.4751,5.7158,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3472,103.0321,110.8481,108.9833,22.5559,5.0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
